嗚呼	ああ	Ah!;Oh!;Alas!
広げる	ひろげる	to spread;to extend;to expand;to enlarge;to widen;to broaden;to unfold;to open;to unroll
広さ	ひろさ	extent
広場	ひろば	plaza
広々	ひろびろ	extensive;spacious
広まる	ひろまる	to spread;to be propagated
広める	ひろめる	to broaden;to propagate
貧困	ひんこん	poverty;lack
品質	ひんしつ	quality
品種	ひんしゅ	brand;kind;description
貧弱	ひんじゃく	poor;meagre;insubstantial
頻繁	ひんぱん	frequency
美	び	beauty
微笑	びしょう	smile
美術	びじゅつ	art;fine arts
美人	びじん	beautiful person (woman)
吃驚	びっくり	be surprised;be amazed;be frightened;astonishment
	びっしょり	wet through;drenched
微妙	びみょう	delicate;subtle
秒	びょう	second (60th min)
病院	びょういん	hospital
病気	びょうき	illness;disease;sickness
描写	びょうしゃ	depiction;description;portrayal
平等	びょうどう	equality (a);impartiality;evenness
美容	びよう	beauty of figure or form
	びり	last on the list;at the bottom
微量	びりょう	minuscule amount;extremely small quantity
便	びん	mail;post;flight (e.g. airline flight);service;opportunity;chance;letter
便	びん	mail;post;flight (e.g. airline flight);service;opportunity;chance;letter
敏感	びんかん	sensibility;susceptibility;sensitive (to);well attuned to
便箋	びんせん	writing paper;stationery
瓶詰	びんづめ	bottling;bottled
貧乏	びんぼう	poverty;destitute;poor
	ぴかぴか	glitter;sparkle
	ぴったり	exactly;neatly;sharp
歩	ふ	pawn (in chess or shogi)
不安	ふあん	anxiety;uneasiness;insecurity;suspense
不意	ふい	sudden;abrupt;unexpected;unforeseen
封	ふう	seal
風景	ふうけい	scenery
封鎖	ふうさ	blockade;freezing (funds)
風習	ふうしゅう	custom
風船	ふうせん	balloon
風俗	ふうぞく	1.  manners;customs; 2.  sex service;sex industry
封筒	ふうとう	envelope
風土	ふうど	natural features;topography;climate;spiritual features
夫婦	ふうふ	married couple;spouses;husband and wife;couple;pair
不運	ふうん	unlucky;misfortune;bad luck;fate
笛	ふえ	flute;pipe
増える	ふえる	to increase;to multiply
殖える	ふえる	to increase;to multiply
不可	ふか	wrong;bad;improper;unjustifiable;inadvisable
深い	ふかい	deep;profound;thick;close
不可欠	ふかけつ	indispensable;essential
深まる	ふかまる	to deepen;to heighten;to intensify
深める	ふかめる	to deepen;to heighten;to intensify
不規則	ふきそく	irregularity;unsteadiness;disorderly
不吉	ふきつ	ominous;sinister;bad luck;ill omen;inauspiciousness
普及	ふきゅう	diffusion;spread
不況	ふきょう	recession;depression;slump
布巾	ふきん	tea-towel;dish cloth
付近	ふきん	neighbourhood;vicinity;environs
福	ふく	good fortune
吹く	ふく	to blow (wind  etc)
拭く	ふく	to wipe;to dry
服	ふく	clothes
復旧	ふくきゅう	restoration;restitution;rehabilitation
複合	ふくごう	composite;complex
複雑	ふくざつ	complexity;complication
福祉	ふくし	welfare;well-being
副詞	ふくし	adverb
複写	ふくしゃ	copy;duplicate
復習	ふくしゅう	review
複数	ふくすう	plural;multiple
服装	ふくそう	garments
含む	ふくむ	to hold in the mouth;to bear in mind;to understand;to cherish;to harbor;to contain;to comprise;to have;to hold;to include;to embrace;to be charged or loaded with;to be dripping with;to be full of;to be suffused with
含める	ふくめる	to include;to instruct;to make one understand;to put in one's mouth
覆面	ふくめん	mask;veil;disguise
膨らます	ふくらます	to swell;to expand;to inflate;to bulge
膨らむ	ふくらむ	to expand;to swell (out);to get big;to become inflated
膨れる	ふくれる	to get cross;to get sulky;to swell (out);to expand;to be inflated;to distend;to bulge
袋	ふくろ	bag;sack
不景気	ふけいき	business recession;hard times;depression;gloom;sullenness;cheerlessness
不潔	ふけつ	unclean;dirty;filthy;impure
更ける	ふける	to get late;to advance;to wear on
老ける	ふける	to age
不幸	ふこう	unhappiness;sorrow;misfortune;disaster;accident;death
布告	ふこく	edict;ordinance;proclamation
富豪	ふごう	wealthy person;millionaire
符号	ふごう	sign;mark;symbol
負債	ふさい	debt;liabilities
夫妻	ふさい	man and wife;married couple
塞がる	ふさがる	to be plugged up;to be shut up
塞ぐ	ふさぐ	to stop up;to close up;to block (up);to occupy;to fill up;to take up;to stand in another's way;to plug up;to shut up
相応しい	ふさわしい	appropriate
不在	ふざい	absence
不山戯る	ふざける	to romp;to gambol;to frolic;to joke;to make fun of;to flirt
不思議	ふしぎ	wonder;miracle;strange;mystery;marvel;curiosity
負傷	ふしょう	injury;wound
不審	ふしん	incomplete understanding;doubt;question;distrust;suspicion;strangeness;infidelity
不振	ふしん	dullness;depression;slump;stagnation
不順	ふじゅん	irregularity;unseasonableness
不自由	ふじゆう	discomfort;disability;inconvenience;destitution
夫人	ふじん	wife;Mrs;madam
婦人	ふじん	woman;female
襖	ふすま	sliding screen
不正	ふせい	injustice;unfairness;iniquity;impropriety;irregularity;dishonesty;illegality
防ぐ	ふせぐ	to defend (against);to protect;to prevent
不足	ふそく	insufficiency;shortage;deficiency;lack;dearth
付属	ふぞく	attached;belonging;affiliated;annexed;associated;subordinate;incidental;dependent;auxiliary
双子	ふたご	twins;a twin
再び	ふたたび	again;once more
二つ	ふたつ	two
負担	ふたん	burden;charge;responsibility
普段	ふだん	usually;habitually;ordinarily;always
不調	ふちょう	bad condition;not to work out (ie a deal);disagreement;break-off;disorder;slump;out of form
復活	ふっかつ	revival (e.g. musical);restoration
復興	ふっこう	revival;renaissance;reconstruction
沸騰	ふっとう	boiling;seething
仏	ふつ	French
普通	ふつう	1.  generally;ordinarily;usually; 2.  train that stops at every station
不通	ふつう	suspension;interruption;stoppage;tie-up;cessation
二日	ふつか	second day of the month;two days
筆	ふで	writing brush
不図	ふと	suddenly;casually;accidentally;incidentally;unexpectedly;unintentionally
太い	ふとい	fat;thick
不当	ふとう	injustice;impropriety;unreasonableness;undeservedness;unfair;invalid
太る	ふとる	to grow fat (stout  plump);to become fat
布団	ふとん	bedding (Japanese style);futon
不動産	ふどうさん	real estate
船便	ふなびん	surface mail (ship)
赴任	ふにん	(proceeding to) new appointment
舟	ふね	ship;boat;watercraft;shipping;vessel;steamship
船	ふね	ship;boat;watercraft;shipping;vessel;steamship
船	ふね	ship;boat;watercraft;shipping;vessel;steamship
腐敗	ふはい	decay;depravity
不評	ふひょう	bad reputation;disgrace;unpopularity
不便	ふびん	pity;compassion
不服	ふふく	dissatisfaction;discontent;disapproval;objection;complaint;protest;disagreement
吹雪	ふぶき	snow storm
不平	ふへい	complaint;discontent;dissatisfaction
普遍	ふへん	universality;ubiquity;omnipresence
踏まえる	ふまえる	to be based on;to have origin in
不満	ふまん	dissatisfaction;displeasure;discontent;complaints;unhappiness
文	ふみ	letter;writings
踏切	ふみきり	railway crossing;level crossing;starting line;scratch;crossover
踏み込む	ふみこむ	to step into (someone else's territory);to break into;to raid
踏む	ふむ	to step on;to tread on
不明	ふめい	unknown;obscure;indistinct;uncertain;ambiguous;ignorant;lack of wisdom;anonymous;unidentified
麓	ふもと	the foot;the bottom;the base (of a mountain)
増やす	ふやす	to increase;to add to;to augment
殖やす	ふやす	to increase;to add to;to augment
冬	ふゆ	winter
扶養	ふよう	support;maintenance
	ふらふら	unsteady on one's feet;stagger;reel;totter;dizzy
振り	ふり	pretence;show;appearance
不利	ふり	disadvantage;handicap;unfavorable;drawback
振り	ふり	pretence;show;appearance
振り返る	ふりかえる	to turn head;to look over one's shoulder;to turn around;to look back
振り仮名	ふりがな	furigana (hiragana over kanji);pronunciation key
振り出し	ふりだし	outset;starting point;drawing or issuing (draft)
振り向く	ふりむく	to turn one's face;to turn around
不良	ふりょう	badness;delinquent;inferiority;failure
浮力	ふりょく	buoyancy;floating power
降る	ふる	to precipitate;to fall (e.g. rain)
振る	ふる	to wave;to shake;to swing;to cast (actor)
古い	ふるい	old (not person);aged;ancient;antiquated;stale;threadbare;outmoded;obsolete article
震える	ふるえる	to shiver;to shake;to quake
振舞う	ふるまう	to behave;to conduct oneself;to entertain (vt)
震わせる	ふるわせる	to be shaking;to be trembling
触れる	ふれる	to touch;to be touched;to touch on a subject;to feel;to violate (law  copyright  etc.);to perceive;to be emotionally moved
風呂	ふろ	bath
付録	ふろく	appendix;supplement
風呂敷	ふろしき	wrapping cloth;cloth wrapper
分	ふん	minute
分	ふん	minute
分	ふん	minute
雰囲気	ふんいき	atmosphere (e.g. musical);mood;ambience
噴火	ふんか	eruption
憤慨	ふんがい	indignation;resentment
紛失	ふんしつ	losing something
噴出	ふんしゅつ	spewing;gushing;spouting;eruption;effusion
噴水	ふんすい	water fountain
紛争	ふんそう	dispute;trouble;strife
	ふんだん	plentiful;abundant;lavish
奮闘	ふんとう	hard struggle;strenuous effort
粉末	ふんまつ	fine powder
部	ぶ	department;part;category;counter for copies of a newspaper or magazine
部	ぶ	department;part;category;counter for copies of a newspaper or magazine
部下	ぶか	subordinate person
	ぶかぶか	too big;baggy
武器	ぶき	weapon;arms;ordinance
無沙汰	ぶさた	neglecting to stay in contact
武士	ぶし	warrior;samurai
部首	ぶしゅ	radical (of a kanji character)
無事	ぶじ	safety;peace;quietness
侮辱	ぶじょく	insult;contempt;slight
武装	ぶそう	arms;armament;armed
舞台	ぶたい	stage (theatre)
斑	ぶち	spots;speckles;mottles
物価	ぶっか	prices of commodities;prices (in general)
物資	ぶっし	goods;materials
物質	ぶっしつ	material;substance
物騒	ぶっそう	dangerous;disturbed;insecure
物体	ぶったい	body;object
打つ	ぶつ	to hit;to strike
	ぶつかる	to strike;to collide with
物議	ぶつぎ	public discussion (criticism)
打付ける	ぶつける	to knock;to run into;to nail on;to strike hard;to hit and attack
仏像	ぶつぞう	Buddhist image (statue)
	ぶつぶつ	grumbling;complaining in a small voice
物理	ぶつり	physics
無難	ぶなん	safety;security
部品	ぶひん	parts;accessories
部分	ぶぶん	portion;section;part
部門	ぶもん	class;group;category;department;field;branch
ぶら下げる	ぶらさげる	to hang;to suspend;to dangle;to swing
	ぶらぶら	dangle heavily;swing;sway to and fro;aimlessly;idly;lazily;loiter;loaf;be idle;stroll idly
武力	ぶりょく	armed might;military power;the sword;force
無礼	ぶれい	impolite;rude
文化	ぶんか	culture;civilization
分解	ぶんかい	analysis;disassembly
文化財	ぶんかざい	cultural assets;cultural property
文学	ぶんがく	literature
分業	ぶんぎょう	division of labor;specialization;assembly-line production
文献	ぶんけん	literature;books (reference)
文芸	ぶんげい	literature;art and literature;belles-lettres
文語	ぶんご	written language;literary language
分散	ぶんさん	dispersion;decentralization;variance (statistics)
分子	ぶんし	numerator;molecule
文書	ぶんしょ	document;writing;letter;note;records;archives
文章	ぶんしょう	sentence;article
分数	ぶんすう	fraction (in math)
分析	ぶんせき	analysis
文体	ぶんたい	literary style
分担	ぶんたん	apportionment;sharing
分配	ぶんぱい	division;sharing
分布	ぶんぷ	distribution
分母	ぶんぼ	denominator
文房具	ぶんぼうぐ	stationery
文法	ぶんぽう	grammar
文脈	ぶんみゃく	context
文明	ぶんめい	civilization;culture
分野	ぶんや	field;sphere;realm;division;branch
分離	ぶんり	separation;detachment;segregation;isolation
分量	ぶんりょう	amount;quantity
分類	ぶんるい	classification
分裂	ぶんれつ	split;division;break up
塀	へい	wall;fence
閉会	へいかい	closure
兵器	へいき	arms;weapons;ordinance
平気	へいき	coolness;calmness;composure;unconcern
並行	へいこう	(going) side by side;concurrent;abreast;at the same time;occurring together;parallel;parallelism
閉口	へいこう	shut mouth
平行	へいこう	(going) side by side;concurrent;abreast;at the same time;occurring together;parallel;parallelism
閉鎖	へいさ	closing;closure;shutdown;lockout;unsociable
兵士	へいし	soldier
平日	へいじつ	weekday;ordinary days
平常	へいじょう	normal;usual
兵隊	へいたい	soldier;sailor
平方	へいほう	square (e.g. metre);square
平凡	へいぼん	common;commonplace;ordinary;mediocre
平野	へいや	plain;open field
並列	へいれつ	arrangement;parallel;abreast
平和	へいわ	peace;harmony
辟易	へきえき	wince;shrink back;succumbing to;being frightened;disconcerted
凹む	へこむ	to be dented;to be indented;to yield to;to give;to sink;to collapse;to cave in;to be snubbed
臍	へそ	navel;belly-button
下手	へた	unskillful;poor;awkward
隔たる	へだたる	to be distant
隔てる	へだてる	to be shut out
部屋	へや	room
減らす	へらす	to abate;to decrease;to diminish;to shorten
謙る	へりくだる	to deprecate oneself and praise the listener
減る	へる	to decrease (in size or number);to diminish;to abate
経る	へる	to pass;to elapse;to experience
経る	へる	to pass;to elapse;to experience
変	へん	change;incident;disturbance;strange;flat (music);odd;peculiar;suspicious-looking;queer;eccentric;funny
辺	へん	area;vicinity
編	へん	compilation;editing;completed poem;book;part of book
偏	へん	side;left radical of a character;inclining;inclining toward;biased
変化	へんか	change;variation;alteration;mutation;transition;transformation;transfiguration;metamorphosis;variety;diversity;inflection;declension;conjugation
変革	へんかく	change;reform;revolution;upheaval;(the) Reformation
返還	へんかん	return;restoration
偏見	へんけん	prejudice;narrow view
変更	へんこう	change;modification;alteration
返済	へんさい	repayment
編集	へんしゅう	editing;compilation;editorial (e.g. committee)
返事	へんじ	reply;answer
変遷	へんせん	change;transition;vicissitudes
返答	へんとう	reply
変動	へんどう	change;fluctuation
別荘	べっそう	holiday house;villa
別	べつ	distinction;difference;different;another;particular;separate;extra;exception
別に	べつに	(not) particularly;nothing
別々	べつべつ	separately;individually
弁解	べんかい	explanation;justification;defence;excuse
勉強	べんきょう	study;diligence;discount;reduction
便宜	べんぎ	convenience;accommodation;advantage;expedience
弁護	べんご	defense;pleading;advocacy
弁償	べんしょう	next word;compensation;reparation;indemnity;reimbursement
便所	べんじょ	toilet;lavatory;rest room;latrine;comfort station
弁当	べんとう	box lunch
便利	べんり	convenient;handy;useful
弁論	べんろん	discussion;debate;argument
	ぺこぺこ	fawn;be very hungry
穂	ほ	ear (of plant);head (of plant)
保育	ほいく	nursing;nurturing;rearing;lactation;suckling
法	ほう	Act (law: the X Act)
倣	ほう	imitate;follow;emulate
法案	ほうあん	bill (law)
崩壊	ほうかい	collapse;decay (physics);crumbling;breaking down;caving in
法学	ほうがく	law;jurisprudence
方角	ほうがく	direction;way;compass point
放棄	ほうき	abandonment;renunciation;abdication (responsibility  right)
宝器	ほうき	treasured article or vessel;outstanding individual
封建	ほうけん	feudalistic
方言	ほうげん	dialect
方向	ほうこう	direction;course;way
報告	ほうこく	report;information
豊作	ほうさく	abundant harvest;bumper crop
方策	ほうさく	plan;policy
奉仕	ほうし	attendance;service
方式	ほうしき	form;method;system
放射	ほうしゃ	radiation;emission
放射能	ほうしゃのう	radioactivity
報酬	ほうしゅう	remuneration;recompense;reward;toll
放出	ほうしゅつ	release;emit
方針	ほうしん	objective;plan;policy
報じる	ほうじる	to inform;to report
報ずる	ほうずる	to inform;to report
宝石	ほうせき	gem;jewel
放送	ほうそう	broadcast;broadcasting
包装	ほうそう	packing;wrapping
法則	ほうそく	law;rule
包帯	ほうたい	bandage;dressing
放置	ほうち	leave as is;leave to chance;leave alone;neglect
庖丁	ほうちょう	kitchen knife;carving knife
法廷	ほうてい	courtroom
方程式	ほうていしき	equation
報道	ほうどう	information;report
褒美	ほうび	reward;prize
豊富	ほうふ	abundance;wealth;plenty;bounty
方法	ほうほう	method;manner;way;means;technique
葬る	ほうむる	to bury;to inter;to entomb;to consign to oblivion;to shelve
方面	ほうめん	direction;district;field (e.g.  of study)
訪問	ほうもん	call;visit
放り込む	ほうりこむ	to throw into
放り出す	ほうりだす	to throw out;to fire;to expel;to give up;to abandon;to neglect
法律	ほうりつ	law
放る	ほうる	to let go
飽和	ほうわ	saturation
吠える	ほえる	to bark;to bay;to howl;to bellow;to roar;to cry
頬	ほお	cheek (of face)
保温	ほおん	retaining warmth;keeping heat in;heat insulation
他	ほか	other
他	ほか	other
捕獲	ほかく	capture;seizure
保管	ほかん	charge;custody;safekeeping;deposit;storage
朗らか	ほがらか	brightness;cheerfulness;melodious
補給	ほきゅう	supply;supplying;replenishment
補強	ほきょう	compensation;reinforcement
保険	ほけん	insurance;guarantee
保健	ほけん	health preservation;hygiene;sanitation
捕鯨	ほげい	whaling;whale fishing
誇り	ほこり	pride
埃	ほこり	dust
誇る	ほこる	to boast of;to be proud of
綻びる	ほころびる	to come apart at the seams;to begin to open;to smile broadly
保護	ほご	care;protection;shelter;guardianship;favor;patronage
星	ほし	star
乾	ほし	dried;cured
欲しい	ほしい	wanted;wished for;in need of;desired
干し物	ほしもの	dried washing (clothes)
保守	ほしゅ	conservative;maintaining
保障	ほしょう	guarantee;security;assurance;pledge;warranty
補償	ほしょう	compensation;reparation
保証	ほしょう	guarantee;security;assurance;pledge;warranty
補充	ほじゅう	supplementation;supplement;replenishment;replenishing
補助	ほじょ	assistance;support;aid;auxiliary
干す	ほす	to air;to dry;to desiccate;to drain (off);to drink up
細い	ほそい	thin;slender;fine
舗装	ほそう	pavement;road surface
補足	ほそく	supplement;complement
保存	ほぞん	preservation;conservation;storage;maintenance
北極	ほっきょく	North Pole
発作	ほっさ	fit;spasm
	ほっと	feel relieved
頬っぺた	ほっぺた	cheek
辺り	ほとり	(in the) neighbourhood;vicinity;nearby
殆ど	ほとんど	mostly;almost
程	ほど	degree;extent;bounds;limit
歩道	ほどう	footpath;walkway;sidewalk
解く	ほどく	to unfasten
施す	ほどこす	to donate;to give;to conduct;to apply;to perform
炎	ほのお	flame;blaze
微笑む	ほほえむ	to smile
保母	ほぼ	day care worker in a kindergarten  nursery school  etc.
褒める	ほめる	to praise;to admire;to speak well
保養	ほよう	health preservation;recuperation;recreation
捕吏	ほり	constable
捕虜	ほりょ	prisoner (of war)
掘る	ほる	to dig;to excavate
彫る	ほる	to carve;to engrave;to sculpture;to chisel
滅びる	ほろびる	to be ruined;to go under;to perish;to be destroyed
滅ぼす	ほろぼす	to destroy;to overthrow;to wreck;to ruin
本	ほん	book;main;head;this;our;counter for long cylindrical things
本	ほん	book;main;head;this;our;counter for long cylindrical things
本	ほん	book;main;head;this;our;counter for long cylindrical things
本格	ほんかく	propriety;fundamental rules
本館	ほんかん	main building
本気	ほんき	seriousness;truth;sanctity
本国	ほんごく	one's own country
本質	ほんしつ	essence;true nature;reality
本体	ほんたい	substance;real form;object of worship
本当	ほんとう	truth;reality
本人	ほんにん	the person himself
本音	ほんね	real intention;motive
本の	ほんの	mere;only;just
本能	ほんのう	instinct
本場	ほんば	home;habitat;center;best place;genuine
本部	ほんぶ	headquarters
本文	ほんぶん	text (of document);body (of letter)
本名	ほんみょう	real name
本物	ほんもの	genuine article
翻訳	ほんやく	translation;de-encryption;deciphering
本来	ほんらい	originally
棒	ぼう	pole;rod;stick
卯	ぼう	fourth sign of Chinese zodiac (The Hare  5am-7am  east  February)
防衛	ぼうえい	defense;protection;self-defense
貿易	ぼうえき	trade (foreign)
望遠鏡	ぼうえんきょう	telescope
防火	ぼうか	fire prevention;fire fighting;fire proof
妨害	ぼうがい	disturbance;obstruction;hindrance;jamming;interference
冒険	ぼうけん	risk;venture;adventure
坊さん	ぼうさん	Buddhist priest;monk
帽子	ぼうし	hat
防止	ぼうし	prevention;check
紡績	ぼうせき	spinning
呆然	ぼうぜん	dumbfounded;overcome with surprise;in blank amazement
膨大	ぼうだい	huge;bulky;enormous;extensive;swelling;expansion
膨脹	ぼうちょう	expansion;swelling;increase;growth
冒頭	ぼうとう	beginning;start;outset
暴動	ぼうどう	insurrection;rebellion;revolt;riot;uprising
防犯	ぼうはん	prevention of crime
暴風	ぼうふう	storm;windstorm;gale
坊や	ぼうや	boy
暴力	ぼうりょく	violence
募金	ぼきん	fund-raising;collection of funds
牧師	ぼくし	pastor;minister;clergyman
牧場	ぼくじょう	1.  farm (livestock); 2.  pasture land;meadow;grazing land
牧畜	ぼくちく	stock-farming
母校	ぼこう	alma mater
母国	ぼこく	one's homeland
募集	ぼしゅう	recruiting;taking applications
没収	ぼっしゅう	forfeited
坊ちゃん	ぼっちゃん	son (of others)
	ぼつぼつ	gradually;here and there;spots;pimples
没落	ぼつらく	ruin;fall;collapse
	ぼやく	to grumble;to complain
	ぼやける	to become dim;to become blurred
藍褸	ぼろ	rag;scrap;tattered clothes;fault (esp. in a pretense);defect;run-down or junky
盆	ぼん	Lantern Festival;Festival of the Dead;tray
盆地	ぼんち	basin (e.g. between mountains)
	まあ	you might say
	まあまあ	so-so
枚	まい	counter for flat objects (e.g. sheets of paper)
迷子	まいご	lost (stray) child
枚数	まいすう	the number of flat things
埋蔵	まいぞう	buried property;treasure trove
毎度	まいど	each time;common service-sector greeting
参る	まいる	to go;to come;to call;to visit;to visit a shrine;to be defeated;to be nonplussed;to be madly in love;to die
舞う	まう	to dance;to flutter about;to revolve
真上	まうえ	just above;right overhead
前売り	まえうり	advance sale;booking
前置き	まえおき	preface;introduction
前もって	まえもって	in advance;beforehand;previously
任す	まかす	to entrust;to leave to a person
負かす	まかす	to defeat
任せる	まかせる	1.  to entrust to another;to leave to; 2.  to do something at one's leisure
賄う	まかなう	to give board to;to provide meals;to pay
曲がる	まがる	to turn;to bend
巻	まき	volume
紛らわしい	まぎらわしい	confusing;misleading;equivocal;ambiguous
紛れる	まぎれる	to be diverted;to slip into
膜	まく	membrane;film
巻く	まく	to wind;to coil;to roll
蒔く	まく	to sow (seeds)
撒く	まく	to scatter;to sprinkle;to sow
枕	まくら	pillow;bolster
捲る	まくる	verb suffix to indicate reckless abandon to the activity
負け	まけ	defeat;loss;losing (a game)
負ける	まける	to lose;to be defeated
曲げる	まげる	to bend;to crook;to lean
真心	まこころ	sincerity;devotion
誠	まこと	truth;faith;fidelity;sincerity;trust;confidence;reliance;devotion
真に	まことに	truly;actually;really
孫	まご	grandchild
	まごつく	to be confused;to be flustered
	まごまご	confused
	まさか	Never!;Well  I never!;You don't say!
正しく	まさしく	surely;no doubt;evidently
摩擦	まさつ	friction;rubbing;rubdown;chafe
正に	まさに	correctly;surely
勝る	まさる	to excel;to surpass;to outrival
混ざる	まざる	to be mixed;to be blended with;to associate with;to mingle with;to join
交ざる	まざる	to be mixed;to be blended with;to associate with;to mingle with;to join
増し	まし	extra;additional;less objectionable;better;preferable
真下	ました	right under;directly below
況して	まして	still more;still less (with neg. verb);to say nothing of;not to mention
交える	まじえる	to mix;to converse with;to cross (swords)
混じる	まじる	to be mixed;to be blended with;to associate with;to mingle with;to interest;to join
交じる	まじる	to be mixed;to be blended with;to associate with;to mingle with;to interest;to join
交わる	まじわる	to cross;to intersect;to associate with;to mingle with;to interest;to join
増す	ます	to increase;to grow
麻酔	ますい	anaesthesia
益々	ますます	increasingly;more and more
先ず	まず	first (of all);to start with;about;almost;hardly (with neg. verb);anyway;well;now
不味い	まずい	unappetising;unpleasant (taste  appearance  situation);ugly;unskilful;awkward;bungling;unwise;untimely
貧しい	まずしい	poor
混ぜる	まぜる	to mix;to stir
交ぜる	まぜる	to be mixed;to be blended with
股	また	groin;crotch;thigh
又	また	again;and
跨がる	またがる	to extend over or into;to straddle
跨ぐ	またぐ	to straddle
瞬き	またたき	wink;twinkling (of stars);flicker (of light)
又は	または	or;otherwise
未だ	まだ	yet;still;more;besides
町	まち	town;street;road
町	まち	town;street;road
待合室	まちあいしつ	waiting room
待ち合わせ	まちあわせ	appointment
待ち合わせる	まちあわせる	to rendezvous;to meet at a prearranged place and time
街角	まちかど	street corner
間違い	まちがい	mistake
間違う	まちがう	to make a mistake;to be incorrect;to be mistaken
間違える	まちがえる	to err;to make a mistake
待ち遠しい	まちどおしい	looking forward to
待ち望む	まちのぞむ	to look anxiously for;to wait eagerly for
区々	まちまち	1.  several;various;divergent;conflicting;different;diverse; 2.  trivial
真っ赤	まっか	deep red;flushed (of face)
末期	まっき	closing years (period  days);last stage
真っ暗	まっくら	total darkness;shortsightedness;pitch dark
真っ黒	まっくろ	pitch black
真っ青	まっさお	deep blue;ghastly pale
真っ先	まっさき	the head;the foremost;beginning
真っ白	まっしろ	pure white
真っ直ぐ	まっすぐ	straight (ahead);direct;upright;erect;honest;frank
全く	まったく	really;truly;entirely;completely;wholly;perfectly;indeed
真っ二つ	まっぷたつ	in two equal parts
待つ	まつ	to wait
松	まつ	pine tree;highest (of a three-tier ranking system)
祭	まつり	festival;feast
祭	まつり	festival;feast
祭る	まつる	to deify;to enshrine
的	まと	mark;target
纏まり	まとまり	conclusion;settlement;consistency
纏まる	まとまる	to be collected;to be settled;to be in order
纏め	まとめ	settlement;conclusion
纏める	まとめる	to put in order;to collect;to bring to a conclusion
窓	まど	window
窓口	まどぐち	ticket window
学ぶ	まなぶ	to study in depth
間に合う	まにあう	to be in time for
免れる	まぬかれる	to escape from;to be rescued from;to avoid;to evade;to avert;to elude;to be exempted;to be relieved from pain;to get rid of
真似	まね	mimicry;imitation;behavior;pretense
招き	まねき	invitation
招く	まねく	to invite
真似る	まねる	to mimic;to imitate
麻痺	まひ	paralysis;palsy;numbness;stupor
眩しい	まぶしい	dazzling;radiant
目蓋	まぶた	eyelid
間々	まま	occasionally;frequently
豆	まめ	beans;peas
間もなく	まもなく	soon;before long;in a short time
守る	まもる	to protect;to obey;to guard;to abide (by the rules)
眉	まゆ	eyebrow
迷う	まよう	to be puzzled;to be perplexed;to lose one's way
鞠	まり	ball
丸	まる	circle;full (month);perfection;purity;suffix for ship names
丸い	まるい	round;circular;spherical
丸ごと	まるごと	in its entirety;whole;wholly
丸っきり	まるっきり	completely;perfectly;just as if
丸で	まるで	quite;entirely;completely;at all;as if;as though;so to speak
丸々	まるまる	completely
丸める	まるめる	to make round;to round off;to roll up;to curl up;to seduce;to cajole;to explain away
稀	まれ	rare
回す	まわす	to turn;to revolve
回り	まわり	circumference;surroundings;circulation
回り道	まわりみち	detour
回る	まわる	to turn;to revolve;to visit several places
満員	まんいん	full house;no vacancy;sold out;standing room only;full (of people);crowded
漫画	まんが	comic;cartoon
満月	まんげつ	full moon
満場	まんじょう	unanimous;whole audience
満足	まんぞく	satisfaction
満点	まんてん	perfect score
真ん中	まんなか	middle;centre;mid-way
万年筆	まんねんひつ	fountain pen
真ん前	まんまえ	right in front;under the nose
真ん丸い	まんまるい	perfectly circular
身	み	body;main part;oneself;sword
三	み	(num) three
見合い	みあい	formal marriage interview
見上げる	みあげる	to look up at;to raise one's eyes;to admire
見合わせる	みあわせる	to exchange glances;to postpone;to suspend operations;to refrain from performing an action
見える	みえる	to be seen;to be in sight;to look;to seem;to appear
見送り	みおくり	seeing one off;farewell;escort
見送る	みおくる	1.  to see off;to farewell; 2.  to escort; 3.  to let pass;to wait and see; 4.  to let a pitch go by (baseball);to watch a batted ball go into the stands
見落とす	みおとす	to overlook;to fail to notice
見下ろす	みおろす	to overlook;to command a view of;to look down on something
未開	みかい	savage land;backward region;uncivilized
味覚	みかく	taste;palate;sense of taste
見掛け	みかけ	outward appearance
見掛ける	みかける	to (happen to) see;to notice;to catch sight of
三日月	みかずき	new moon;crescent moon
見方	みかた	viewpoint
味方	みかた	friend;ally;supporter
磨く	みがく	to polish;to shine;to brush;to refine;to improve
右	みぎ	right hand side
見苦しい	みぐるしい	unsightly;ugly
見込み	みこみ	hope;prospects;expectation
未婚	みこん	unmarried
見事	みごと	splendid;magnificent;beautiful;admirable
岬	みさき	cape (on coast)
短い	みじかい	short
惨め	みじめ	miserable
未熟	みじゅく	inexperience;unripeness;raw;unskilled;immature;inexperienced
微塵	みじん	particle;atom
見すぼらしい	みすぼらしい	shabby;seedy
水	みず	water
湖	みずうみ	lake
湖	みずうみ	lake
自ら	みずから	for one's self;personally
水着	みずぎ	bathing suit (woman's)
見せびらかす	みせびらかす	to show off;to flaunt
見せ物	みせもの	show;exhibition
店屋	みせや	store;shop
見せる	みせる	to show;to display
味噌	みそ	miso;bean paste;key (main) point
満たす	みたす	to satisfy;to ingratiate;to fill;to fulfill
見出し	みだし	heading;caption;subtitle;index
乱す	みだす	to throw out of order;to disarrange;to disturb
乱れる	みだれる	to get confused;to be disordered;to be disturbed
未知	みち	not yet known
道	みち	road;street;way;method
道	みち	road;street;way;method
